"Rk","G","Game_Location","Opp","Game_Outcome","Team_Score","Opp_Score","FG_team","FGA_team","FG_percent_team","X3P_team","X3PA_team","X3P_percent_team","FT_team","FTA_team","FT_percent_team","ORB_team","TRB_team","AST_team","STL_team","BLK_team","TOV_team","PF_team","FG_opp","FGA_opp","FG_percent_opp","X3P_opp","X3PA_opp","X3P_percent_opp","FT_opp","FTA_opp","FT_percent_opp","ORB_opp","TRB_opp","AST_opp","STL_opp","BLK_opp","TOV_opp","PF_opp","Date","team_name"
43,43,"Home","GSW","L",114,119,38,91,0.418,16,38,0.421,22,29,0.759,18,51,21,5,4,12,14,45,99,0.455,19,45,0.422,10,12,0.833,16,49,26,9,8,10,22,2019-01-13,"https://www.basketball-reference.com/teams/DAL/2019/gamelog/"
44,44,"Home","SAS","L",101,105,37,86,0.43,15,42,0.357,12,16,0.75,13,42,22,6,3,13,14,41,83,0.494,13,30,0.433,10,12,0.833,11,36,26,9,6,9,19,2019-01-16,"https://www.basketball-reference.com/teams/DAL/2019/gamelog/"
45,45,"Away","IND","L",99,111,37,88,0.42,9,37,0.243,16,20,0.8,14,44,21,5,4,13,18,42,85,0.494,8,24,0.333,19,24,0.792,11,45,23,6,4,11,22,2019-01-19,"https://www.basketball-reference.com/teams/DAL/2019/gamelog/"
46,46,"Away","MIL","L",106,116,41,99,0.414,14,40,0.35,10,17,0.588,11,48,24,7,11,11,19,42,91,0.462,12,32,0.375,20,22,0.909,8,51,21,9,7,14,19,2019-01-21,"https://www.basketball-reference.com/teams/DAL/2019/gamelog/"
47,47,"Home","LAC","W",106,98,38,81,0.469,10,34,0.294,20,29,0.69,9,48,21,5,6,11,25,33,91,0.363,10,36,0.278,22,29,0.759,14,41,19,4,4,7,26,2019-01-22,"https://www.basketball-reference.com/teams/DAL/2019/gamelog/"
48,48,"Home","DET","W",106,101,37,81,0.457,14,36,0.389,18,30,0.6,9,43,24,8,6,9,25,35,85,0.412,12,38,0.316,19,25,0.76,13,46,22,6,0,12,26,2019-01-25,"https://www.basketball-reference.com/teams/DAL/2019/gamelog/"
49,49,"Home","TOR","L",120,123,43,88,0.489,11,36,0.306,23,34,0.676,7,43,25,5,2,11,29,37,83,0.446,17,34,0.5,32,38,0.842,8,44,24,6,5,7,27,2019-01-27,"https://www.basketball-reference.com/teams/DAL/2019/gamelog/"
50,50,"Away","NYK","W",114,90,45,84,0.536,15,38,0.395,9,11,0.818,7,49,31,4,1,18,19,32,78,0.41,6,26,0.231,20,28,0.714,5,34,16,10,5,12,15,2019-01-30,"https://www.basketball-reference.com/teams/DAL/2019/gamelog/"
51,51,"Away","DET","L",89,93,36,88,0.409,7,25,0.28,10,14,0.714,11,44,18,2,5,10,21,33,86,0.384,9,33,0.273,18,23,0.783,15,52,21,5,5,11,24,2019-01-31,"https://www.basketball-reference.com/teams/DAL/2019/gamelog/"
52,52,"Away","CLE","W",111,98,40,84,0.476,16,39,0.41,15,19,0.789,9,50,20,2,4,13,26,34,85,0.4,4,23,0.174,26,33,0.788,11,44,20,7,2,6,22,2019-02-02,"https://www.basketball-reference.com/teams/DAL/2019/gamelog/"
53,53,"Home","CHO","W",99,93,38,94,0.404,11,36,0.306,12,17,0.706,15,57,25,8,5,13,12,36,89,0.404,9,37,0.243,12,17,0.706,8,47,17,9,9,14,17,2019-02-06,"https://www.basketball-reference.com/teams/DAL/2019/gamelog/"
54,54,"Home","MIL","L",107,122,36,87,0.414,22,53,0.415,13,20,0.65,9,37,23,6,5,14,15,51,93,0.548,10,36,0.278,10,12,0.833,10,51,25,4,5,12,21,2019-02-08,"https://www.basketball-reference.com/teams/DAL/2019/gamelog/"
55,55,"Home","POR","W",102,101,36,87,0.414,12,37,0.324,18,23,0.783,11,39,20,6,3,15,20,42,86,0.488,9,29,0.31,8,14,0.571,12,48,24,7,4,19,26,2019-02-10,"https://www.basketball-reference.com/teams/DAL/2019/gamelog/"
56,56,"Away","HOU","L",104,120,35,73,0.479,13,36,0.361,21,27,0.778,3,33,21,5,1,18,17,42,90,0.467,23,60,0.383,13,15,0.867,9,38,28,13,5,9,26,2019-02-11,"https://www.basketball-reference.com/teams/DAL/2019/gamelog/"
57,57,"Home","MIA","L",101,112,34,88,0.386,15,52,0.288,18,22,0.818,10,38,24,10,0,12,17,44,81,0.543,12,30,0.4,12,16,0.75,7,47,24,8,3,18,20,2019-02-13,"https://www.basketball-reference.com/teams/DAL/2019/gamelog/"
58,58,"Home","DEN","L",104,114,34,84,0.405,10,41,0.244,26,33,0.788,7,42,19,7,2,15,21,42,103,0.408,14,37,0.378,16,25,0.64,21,63,32,11,2,13,26,2019-02-22,"https://www.basketball-reference.com/teams/DAL/2019/gamelog/"
59,59,"Away","UTA","L",109,125,41,97,0.423,13,36,0.361,14,18,0.778,8,42,25,2,3,3,28,41,85,0.482,14,38,0.368,29,33,0.879,8,53,28,2,9,7,21,2019-02-23,"https://www.basketball-reference.com/teams/DAL/2019/gamelog/"
60,60,"Away","LAC","L",112,121,37,76,0.487,14,36,0.389,24,27,0.889,7,45,28,3,9,17,20,45,100,0.45,17,45,0.378,14,18,0.778,9,40,33,11,4,5,22,2019-02-25,"https://www.basketball-reference.com/teams/DAL/2019/gamelog/"
61,61,"Home","IND","W",110,101,40,81,0.494,16,37,0.432,14,23,0.609,10,42,27,11,1,15,22,37,77,0.481,10,28,0.357,17,21,0.81,6,38,19,10,3,14,23,2019-02-27,"https://www.basketball-reference.com/teams/DAL/2019/gamelog/"
62,62,"Home","MEM","L",81,111,26,85,0.306,7,40,0.175,22,33,0.667,13,43,17,9,5,10,23,39,78,0.5,14,34,0.412,19,24,0.792,4,50,30,4,6,15,30,2019-03-02,"https://www.basketball-reference.com/teams/DAL/2019/gamelog/"
63,63,"Away","BRK","L",88,127,31,87,0.356,12,45,0.267,14,22,0.636,5,36,20,4,3,13,19,48,85,0.565,17,41,0.415,14,19,0.737,3,48,29,8,1,13,23,2019-03-04,"https://www.basketball-reference.com/teams/DAL/2019/gamelog/"
64,64,"Away","WAS","L",123,132,45,93,0.484,15,41,0.366,18,28,0.643,14,39,27,7,2,7,19,50,93,0.538,12,33,0.364,20,25,0.8,15,49,30,3,2,12,26,2019-03-06,"https://www.basketball-reference.com/teams/DAL/2019/gamelog/"
65,65,"Away","ORL","L",106,111,42,89,0.472,10,34,0.294,12,16,0.75,10,42,22,6,3,14,15,42,87,0.483,14,29,0.483,13,18,0.722,11,48,26,9,5,14,18,2019-03-08,"https://www.basketball-reference.com/teams/DAL/2019/gamelog/"
66,66,"Home","HOU","L",93,94,31,75,0.413,9,32,0.281,22,27,0.815,10,51,24,6,9,16,20,32,88,0.364,16,52,0.308,14,22,0.636,13,41,18,6,4,12,20,2019-03-10,"https://www.basketball-reference.com/teams/DAL/2019/gamelog/"
67,67,"Home","SAS","L",105,112,38,82,0.463,14,39,0.359,15,26,0.577,9,38,22,1,2,14,16,43,82,0.524,8,22,0.364,18,18,1,7,38,26,11,3,12,25,2019-03-12,"https://www.basketball-reference.com/teams/DAL/2019/gamelog/"
68,68,"Away","DEN","L",99,100,37,87,0.425,12,37,0.324,13,17,0.765,9,40,22,8,1,8,17,39,81,0.481,8,29,0.276,14,17,0.824,8,44,27,6,7,11,16,2019-03-14,"https://www.basketball-reference.com/teams/DAL/2019/gamelog/"
69,69,"Home","CLE","W",121,116,46,89,0.517,16,34,0.471,13,16,0.813,9,40,32,3,5,5,22,40,86,0.465,15,38,0.395,21,22,0.955,6,33,20,1,0,6,20,2019-03-16,"https://www.basketball-reference.com/teams/DAL/2019/gamelog/"
70,70,"Home","NOP","L",125,129,46,105,0.438,9,35,0.257,24,29,0.828,14,50,27,9,6,15,26,49,104,0.471,12,39,0.308,19,22,0.864,14,55,34,7,6,17,28,2019-03-18,"https://www.basketball-reference.com/teams/DAL/2019/gamelog/"
71,71,"Away","POR","L",118,126,43,87,0.494,10,30,0.333,22,25,0.88,6,35,20,8,6,11,22,45,91,0.495,16,36,0.444,20,25,0.8,12,48,23,6,4,14,17,2019-03-20,"https://www.basketball-reference.com/teams/DAL/2019/gamelog/"
72,72,"Away","SAC","L",100,116,36,92,0.391,12,40,0.3,16,23,0.696,9,43,23,5,6,7,22,41,87,0.471,13,35,0.371,21,28,0.75,12,58,24,7,9,12,18,2019-03-21,"https://www.basketball-reference.com/teams/DAL/2019/gamelog/"
73,73,"Away","GSW","W",126,91,44,83,0.53,21,49,0.429,17,22,0.773,8,49,33,7,2,9,22,36,90,0.4,4,30,0.133,15,21,0.714,8,36,22,6,2,10,22,2019-03-23,"https://www.basketball-reference.com/teams/DAL/2019/gamelog/"
74,74,"Home","SAC","L",121,125,39,77,0.506,15,45,0.333,28,32,0.875,7,38,27,1,6,11,26,44,87,0.506,10,23,0.435,27,32,0.844,12,37,27,4,1,7,23,2019-03-26,"https://www.basketball-reference.com/teams/DAL/2019/gamelog/"
75,75,"Away","MIA","L",99,105,36,92,0.391,16,47,0.34,11,17,0.647,10,50,26,4,2,13,21,39,89,0.438,7,30,0.233,20,27,0.741,10,55,24,7,4,10,22,2019-03-28,"https://www.basketball-reference.com/teams/DAL/2019/gamelog/"
76,76,"Away","OKC","W",106,103,37,87,0.425,16,44,0.364,16,23,0.696,10,52,18,3,2,13,19,38,98,0.388,11,43,0.256,16,22,0.727,15,49,19,6,6,8,21,2019-03-31,"https://www.basketball-reference.com/teams/DAL/2019/gamelog/"
77,77,"Home","PHI","W",122,102,46,97,0.474,12,32,0.375,18,27,0.667,10,54,29,5,3,6,22,36,93,0.387,6,33,0.182,24,32,0.75,12,55,20,2,9,12,22,2019-04-01,"https://www.basketball-reference.com/teams/DAL/2019/gamelog/"
78,78,"Home","MIN","L",108,110,43,94,0.457,7,39,0.179,15,19,0.789,12,49,26,2,5,13,20,42,86,0.488,10,27,0.37,16,20,0.8,5,38,26,6,3,8,25,2019-04-03,"https://www.basketball-reference.com/teams/DAL/2019/gamelog/"
79,79,"Home","MEM","L",112,122,41,96,0.427,17,47,0.362,13,21,0.619,11,42,28,4,4,9,13,46,96,0.479,16,41,0.39,14,16,0.875,12,50,30,7,2,10,16,2019-04-05,"https://www.basketball-reference.com/teams/DAL/2019/gamelog/"
80,80,"Away","MEM","W",129,127,45,98,0.459,12,41,0.293,27,34,0.794,11,51,31,4,5,6,23,42,98,0.429,19,44,0.432,24,28,0.857,10,53,32,4,4,7,24,2019-04-07,"https://www.basketball-reference.com/teams/DAL/2019/gamelog/"
81,81,"Home","PHO","W",120,109,41,91,0.451,16,40,0.4,22,27,0.815,18,64,28,6,6,21,24,38,88,0.432,13,35,0.371,20,28,0.714,5,38,21,13,6,14,22,2019-04-09,"https://www.basketball-reference.com/teams/DAL/2019/gamelog/"
82,82,"Away","SAS","L",94,105,37,91,0.407,11,37,0.297,9,12,0.75,7,42,27,5,4,7,19,41,88,0.466,8,24,0.333,15,18,0.833,8,53,22,6,2,10,14,2019-04-10,"https://www.basketball-reference.com/teams/DAL/2019/gamelog/"
1,1,"Away","LAC","W",107,98,33,87,0.379,8,24,0.333,33,42,0.786,14,56,20,6,9,10,22,35,88,0.398,8,28,0.286,20,24,0.833,9,47,21,3,9,12,32,2018-10-17,"https://www.basketball-reference.com/teams/DEN/2019/gamelog/"
2,2,"Home","PHO","W",119,91,43,85,0.506,9,28,0.321,24,29,0.828,9,54,28,12,6,18,31,29,77,0.377,11,39,0.282,22,35,0.629,10,40,20,6,4,19,26,2018-10-20,"https://www.basketball-reference.com/teams/DEN/2019/gamelog/"
3,3,"Home","GSW","W",100,98,35,86,0.407,6,32,0.188,24,42,0.571,13,47,21,11,4,8,22,36,79,0.456,7,29,0.241,19,24,0.792,6,40,22,4,6,18,29,2018-10-21,"https://www.basketball-reference.com/teams/DEN/2019/gamelog/"
4,4,"Home","SAC","W",126,112,51,99,0.515,11,30,0.367,13,15,0.867,15,49,31,11,3,12,22,45,86,0.523,13,31,0.419,9,20,0.45,9,39,29,7,6,16,17,2018-10-23,"https://www.basketball-reference.com/teams/DEN/2019/gamelog/"
5,5,"Away","LAL","L",114,121,46,92,0.5,6,23,0.261,16,20,0.8,10,44,22,8,5,19,22,46,92,0.5,10,29,0.345,19,23,0.826,9,42,27,13,3,13,19,2018-10-25,"https://www.basketball-reference.com/teams/DEN/2019/gamelog/"
6,6,"Home","NOP","W",116,111,42,93,0.452,11,35,0.314,21,23,0.913,9,41,28,14,5,13,17,43,82,0.524,11,24,0.458,14,20,0.7,7,44,28,8,5,22,25,2018-10-29,"https://www.basketball-reference.com/teams/DEN/2019/gamelog/"
7,7,"Away","CHI","W",108,107,45,99,0.455,7,26,0.269,11,18,0.611,17,56,24,7,9,16,16,39,92,0.424,16,34,0.471,13,18,0.722,10,43,27,7,6,13,23,2018-10-31,"https://www.basketball-reference.com/teams/DEN/2019/gamelog/"
8,8,"Away","CLE","W",110,91,41,85,0.482,10,26,0.385,18,21,0.857,14,44,22,8,7,12,18,34,83,0.41,5,18,0.278,18,19,0.947,13,35,18,11,4,13,22,2018-11-01,"https://www.basketball-reference.com/teams/DEN/2019/gamelog/"
9,9,"Home","UTA","W",103,88,41,83,0.494,9,28,0.321,12,19,0.632,8,48,32,8,0,17,26,33,81,0.407,6,31,0.194,16,24,0.667,10,40,22,12,7,12,21,2018-11-03,"https://www.basketball-reference.com/teams/DEN/2019/gamelog/"
10,10,"Home","BOS","W",115,107,41,90,0.456,13,34,0.382,20,28,0.714,15,47,25,5,4,13,14,44,87,0.506,9,31,0.29,10,12,0.833,7,40,22,9,9,12,21,2018-11-05,"https://www.basketball-reference.com/teams/DEN/2019/gamelog/"
11,11,"Away","MEM","L",87,89,32,82,0.39,8,32,0.25,15,19,0.789,13,41,19,9,3,16,22,30,70,0.429,8,21,0.381,21,25,0.84,8,36,19,7,7,17,22,2018-11-07,"https://www.basketball-reference.com/teams/DEN/2019/gamelog/"
12,12,"Home","BRK","L",110,112,40,87,0.46,5,18,0.278,25,34,0.735,15,54,20,3,5,12,28,36,88,0.409,12,33,0.364,28,42,0.667,12,42,21,7,9,8,24,2018-11-09,"https://www.basketball-reference.com/teams/DEN/2019/gamelog/"
13,13,"Home","MIL","L",114,121,41,89,0.461,18,38,0.474,14,20,0.7,10,39,27,8,5,10,16,48,84,0.571,17,34,0.5,8,13,0.615,5,41,27,10,7,12,17,2018-11-11,"https://www.basketball-reference.com/teams/DEN/2019/gamelog/"
14,14,"Home","HOU","L",99,109,38,76,0.5,11,25,0.44,12,16,0.75,7,31,27,11,2,16,20,39,71,0.549,13,37,0.351,18,26,0.692,6,32,23,7,6,14,20,2018-11-13,"https://www.basketball-reference.com/teams/DEN/2019/gamelog/"
15,15,"Home","ATL","W",138,93,53,94,0.564,13,31,0.419,19,25,0.76,11,56,34,12,6,15,24,32,92,0.348,9,42,0.214,20,27,0.741,15,43,20,7,5,19,22,2018-11-15,"https://www.basketball-reference.com/teams/DEN/2019/gamelog/"
16,16,"Away","NOP","L",115,125,46,95,0.484,15,39,0.385,8,13,0.615,10,43,30,5,6,13,23,42,87,0.483,10,25,0.4,31,34,0.912,10,46,29,6,8,11,18,2018-11-17,"https://www.basketball-reference.com/teams/DEN/2019/gamelog/"
17,17,"Away","MIL","L",98,104,40,94,0.426,12,41,0.293,6,9,0.667,13,43,30,6,4,17,20,40,88,0.455,11,36,0.306,13,22,0.591,13,51,21,8,3,15,16,2018-11-19,"https://www.basketball-reference.com/teams/DEN/2019/gamelog/"
18,18,"Away","MIN","W",103,101,42,89,0.472,14,35,0.4,5,6,0.833,9,40,29,12,4,13,22,35,79,0.443,9,32,0.281,22,26,0.846,8,40,24,8,3,17,15,2018-11-21,"https://www.basketball-reference.com/teams/DEN/2019/gamelog/"
19,19,"Home","ORL","W",112,87,44,93,0.473,9,28,0.321,15,17,0.882,12,51,33,10,5,11,20,32,79,0.405,8,32,0.25,15,19,0.789,4,37,24,7,2,13,19,2018-11-23,"https://www.basketball-reference.com/teams/DEN/2019/gamelog/"
20,20,"Away","OKC","W",105,98,39,95,0.411,10,30,0.333,17,24,0.708,15,54,26,6,9,14,20,37,103,0.359,9,39,0.231,15,23,0.652,19,54,22,9,5,10,24,2018-11-24,"https://www.basketball-reference.com/teams/DEN/2019/gamelog/"
21,21,"Home","LAL","W",117,85,47,97,0.485,9,25,0.36,14,15,0.933,16,60,28,7,4,11,17,34,87,0.391,5,35,0.143,12,18,0.667,8,39,19,5,8,12,19,2018-11-27,"https://www.basketball-reference.com/teams/DEN/2019/gamelog/"
22,22,"Away","POR","W",113,112,40,87,0.46,14,30,0.467,19,26,0.731,13,41,28,11,3,11,21,45,85,0.529,6,22,0.273,16,21,0.762,12,44,19,7,6,14,23,2018-11-30,"https://www.basketball-reference.com/teams/DEN/2019/gamelog/"
23,23,"Away","TOR","W",106,103,40,89,0.449,11,28,0.393,15,24,0.625,15,49,32,9,2,20,14,40,87,0.46,11,41,0.268,12,12,1,7,41,28,11,5,17,21,2018-12-03,"https://www.basketball-reference.com/teams/DEN/2019/gamelog/"
24,24,"Away","ORL","W",124,118,45,82,0.549,11,19,0.579,23,37,0.622,4,43,34,5,2,10,19,45,95,0.474,20,49,0.408,8,8,1,6,40,30,4,4,9,23,2018-12-05,"https://www.basketball-reference.com/teams/DEN/2019/gamelog/"
25,25,"Away","CHO","L",107,113,39,101,0.386,8,35,0.229,21,26,0.808,20,55,24,6,12,9,28,33,86,0.384,13,35,0.371,34,38,0.895,13,48,20,8,9,9,20,2018-12-07,"https://www.basketball-reference.com/teams/DEN/2019/gamelog/"
26,26,"Away","ATL","L",98,106,36,97,0.371,9,36,0.25,17,21,0.81,11,48,28,11,4,15,16,40,93,0.43,15,42,0.357,11,16,0.688,9,51,33,9,11,18,23,2018-12-08,"https://www.basketball-reference.com/teams/DEN/2019/gamelog/"
27,27,"Home","MEM","W",105,99,39,77,0.506,9,28,0.321,18,23,0.783,11,40,22,11,6,13,17,37,74,0.5,9,27,0.333,16,17,0.941,6,34,22,7,4,14,19,2018-12-10,"https://www.basketball-reference.com/teams/DEN/2019/gamelog/"
28,28,"Home","OKC","W",109,98,42,83,0.506,11,34,0.324,14,15,0.933,12,48,29,8,6,20,24,37,90,0.411,7,19,0.368,17,29,0.586,19,43,14,9,4,13,17,2018-12-14,"https://www.basketball-reference.com/teams/DEN/2019/gamelog/"
29,29,"Home","TOR","W",95,86,36,85,0.424,10,30,0.333,13,16,0.813,10,44,21,7,4,8,14,35,88,0.398,7,35,0.2,9,14,0.643,13,51,13,5,4,11,16,2018-12-16,"https://www.basketball-reference.com/teams/DEN/2019/gamelog/"
30,30,"Home","DAL","W",126,118,50,90,0.556,12,29,0.414,14,18,0.778,12,47,33,7,3,15,28,40,86,0.465,15,37,0.405,23,30,0.767,6,33,26,8,1,8,17,2018-12-18,"https://www.basketball-reference.com/teams/DEN/2019/gamelog/"
31,31,"Away","LAC","L",111,132,41,97,0.423,9,31,0.29,20,25,0.8,13,37,21,10,5,9,16,53,92,0.576,10,20,0.5,16,17,0.941,13,56,28,7,5,15,23,2018-12-22,"https://www.basketball-reference.com/teams/DEN/2019/gamelog/"
32,32,"Away","SAS","L",103,111,35,90,0.389,18,40,0.45,15,23,0.652,11,47,29,10,3,12,17,42,90,0.467,10,32,0.313,17,22,0.773,7,50,29,6,4,10,17,2018-12-26,"https://www.basketball-reference.com/teams/DEN/2019/gamelog/"
33,33,"Home","SAS","W",102,99,39,85,0.459,10,29,0.345,14,17,0.824,16,52,29,5,4,20,20,40,89,0.449,8,27,0.296,11,20,0.55,12,38,23,14,3,10,19,2018-12-28,"https://www.basketball-reference.com/teams/DEN/2019/gamelog/"
34,34,"Away","PHO","W",122,118,42,76,0.553,18,35,0.514,20,26,0.769,10,40,31,10,3,21,20,49,91,0.538,11,29,0.379,9,14,0.643,12,37,29,15,5,13,21,2018-12-29,"https://www.basketball-reference.com/teams/DEN/2019/gamelog/"
35,35,"Home","NYK","W",115,108,44,95,0.463,12,34,0.353,15,23,0.652,16,53,36,7,6,8,19,42,93,0.452,11,27,0.407,13,18,0.722,15,43,28,4,3,8,21,2019-01-01,"https://www.basketball-reference.com/teams/DEN/2019/gamelog/"
36,36,"Away","SAC","W",117,113,41,89,0.461,14,39,0.359,21,30,0.7,16,54,24,3,3,14,20,45,90,0.5,13,31,0.419,10,15,0.667,7,33,25,5,3,8,23,2019-01-03,"https://www.basketball-reference.com/teams/DEN/2019/gamelog/"
37,37,"Home","CHO","W",123,110,47,102,0.461,14,39,0.359,15,20,0.75,17,46,30,10,6,7,19,39,82,0.476,11,29,0.379,21,26,0.808,12,47,22,7,4,17,18,2019-01-05,"https://www.basketball-reference.com/teams/DEN/2019/gamelog/"
38,38,"Away","HOU","L",113,125,44,93,0.473,7,29,0.241,18,21,0.857,14,46,26,7,3,14,21,38,76,0.5,22,47,0.468,27,34,0.794,4,34,28,8,3,15,23,2019-01-07,"https://www.basketball-reference.com/teams/DEN/2019/gamelog/"
39,39,"Away","MIA","W",103,99,41,87,0.471,9,27,0.333,12,17,0.706,15,50,32,2,2,16,20,38,83,0.458,8,31,0.258,15,25,0.6,9,38,24,9,8,6,18,2019-01-08,"https://www.basketball-reference.com/teams/DEN/2019/gamelog/"
40,40,"Home","LAC","W",121,100,50,99,0.505,11,28,0.393,10,13,0.769,15,53,29,7,8,9,23,38,87,0.437,6,24,0.25,18,26,0.692,8,38,21,4,6,12,16,2019-01-10,"https://www.basketball-reference.com/teams/DEN/2019/gamelog/"
41,41,"Away","PHO","L",93,102,34,88,0.386,10,31,0.323,15,22,0.682,13,50,25,7,6,15,19,38,92,0.413,8,26,0.308,18,25,0.72,14,49,29,11,9,9,19,2019-01-12,"https://www.basketball-reference.com/teams/DEN/2019/gamelog/"
42,42,"Home","POR","W",116,113,45,81,0.556,9,22,0.409,17,20,0.85,4,35,21,5,0,11,20,40,88,0.455,12,34,0.353,21,22,0.955,8,39,25,5,1,9,22,2019-01-13,"https://www.basketball-reference.com/teams/DEN/2019/gamelog/"
43,43,"Home","GSW","L",111,142,42,92,0.457,14,34,0.412,13,16,0.813,9,36,30,4,3,8,12,57,95,0.6,21,39,0.538,7,10,0.7,12,50,38,6,4,10,20,2019-01-15,"https://www.basketball-reference.com/teams/DEN/2019/gamelog/"
44,44,"Home","CHI","W",135,105,50,96,0.521,20,40,0.5,15,20,0.75,13,45,34,6,2,7,16,44,93,0.473,10,28,0.357,7,11,0.636,16,45,27,3,3,12,21,2019-01-17,"https://www.basketball-reference.com/teams/DEN/2019/gamelog/"
45,45,"Home","CLE","W",124,102,50,89,0.562,15,37,0.405,9,11,0.818,12,43,33,7,2,11,25,35,72,0.486,10,29,0.345,22,26,0.846,5,28,20,5,1,12,15,2019-01-19,"https://www.basketball-reference.com/teams/DEN/2019/gamelog/"
46,46,"Away","UTA","L",108,114,42,88,0.477,8,27,0.296,16,20,0.8,12,50,20,7,9,14,25,38,88,0.432,19,46,0.413,19,27,0.704,12,40,28,7,7,13,20,2019-01-23,"https://www.basketball-reference.com/teams/DEN/2019/gamelog/"
47,47,"Home","PHO","W",132,95,47,94,0.5,15,36,0.417,23,29,0.793,16,57,26,9,1,12,20,32,76,0.421,7,30,0.233,24,26,0.923,2,35,20,4,7,15,25,2019-01-25,"https://www.basketball-reference.com/teams/DEN/2019/gamelog/"
48,48,"Home","PHI","W",126,110,48,94,0.511,8,24,0.333,22,29,0.759,11,51,27,4,4,10,21,38,91,0.418,14,36,0.389,20,27,0.741,11,41,29,7,2,12,24,2019-01-26,"https://www.basketball-reference.com/teams/DEN/2019/gamelog/"
49,49,"Away","MEM","W",95,92,37,84,0.44,8,36,0.222,13,14,0.929,9,37,17,10,2,15,18,35,78,0.449,9,32,0.281,13,19,0.684,9,42,26,5,7,19,22,2019-01-28,"https://www.basketball-reference.com/teams/DEN/2019/gamelog/"
50,50,"Away","NOP","W",105,99,42,89,0.472,9,30,0.3,12,19,0.632,6,43,31,10,7,9,17,37,89,0.416,15,36,0.417,10,13,0.769,8,48,27,4,4,14,20,2019-01-30,"https://www.basketball-reference.com/teams/DEN/2019/gamelog/"
51,51,"Home","HOU","W",136,122,51,82,0.622,14,31,0.452,20,23,0.87,10,36,37,7,4,8,14,45,85,0.529,16,44,0.364,16,21,0.762,11,30,23,6,3,10,24,2019-02-01,"https://www.basketball-reference.com/teams/DEN/2019/gamelog/"
52,52,"Away","MIN","W",107,106,42,89,0.472,13,33,0.394,10,14,0.714,15,48,29,3,7,10,16,42,89,0.472,11,34,0.324,11,16,0.688,8,41,27,6,4,8,15,2019-02-02,"https://www.basketball-reference.com/teams/DEN/2019/gamelog/"
53,53,"Away","DET","L",103,129,41,92,0.446,9,28,0.321,12,22,0.545,10,32,28,10,3,13,19,48,88,0.545,16,37,0.432,17,20,0.85,16,53,32,8,8,20,20,2019-02-04,"https://www.basketball-reference.com/teams/DEN/2019/gamelog/"
54,54,"Away","BRK","L",130,135,50,99,0.505,13,35,0.371,17,21,0.81,12,48,32,7,8,13,26,46,90,0.511,19,34,0.559,24,33,0.727,5,40,36,9,5,13,22,2019-02-06,"https://www.basketball-reference.com/teams/DEN/2019/gamelog/"
55,55,"Away","PHI","L",110,117,46,94,0.489,6,26,0.231,12,13,0.923,8,40,35,5,3,12,19,39,78,0.5,10,22,0.455,29,32,0.906,7,42,23,7,5,17,12,2019-02-08,"https://www.basketball-reference.com/teams/DEN/2019/gamelog/"
56,56,"Home","MIA","W",103,87,38,89,0.427,16,37,0.432,11,13,0.846,10,45,27,7,6,15,17,34,82,0.415,9,33,0.273,10,16,0.625,7,47,23,10,5,16,16,2019-02-11,"https://www.basketball-reference.com/teams/DEN/2019/gamelog/"
57,57,"Home","SAC","W",120,118,45,99,0.455,8,31,0.258,22,25,0.88,14,53,26,7,1,13,19,42,93,0.452,11,32,0.344,23,28,0.821,10,44,30,12,1,12,23,2019-02-13,"https://www.basketball-reference.com/teams/DEN/2019/gamelog/"
58,58,"Away","DAL","W",114,104,42,103,0.408,14,37,0.378,16,25,0.64,21,63,32,11,2,13,26,34,84,0.405,10,41,0.244,26,33,0.788,7,42,19,7,2,15,21,2019-02-22,"https://www.basketball-reference.com/teams/DEN/2019/gamelog/"
59,59,"Home","LAC","W",123,96,44,85,0.518,12,34,0.353,23,35,0.657,12,56,30,11,6,22,28,30,87,0.345,3,21,0.143,33,37,0.892,7,38,20,9,7,17,27,2019-02-24,"https://www.basketball-reference.com/teams/DEN/2019/gamelog/"
60,60,"Home","OKC","W",121,112,41,88,0.466,13,28,0.464,26,35,0.743,11,47,28,9,4,18,28,43,95,0.453,10,38,0.263,16,25,0.64,14,46,31,10,5,17,34,2019-02-26,"https://www.basketball-reference.com/teams/DEN/2019/gamelog/"
61,61,"Home","UTA","L",104,111,40,99,0.404,7,25,0.28,17,24,0.708,16,55,25,6,5,12,23,37,84,0.44,16,43,0.372,21,33,0.636,10,44,25,6,6,11,22,2019-02-28,"https://www.basketball-reference.com/teams/DEN/2019/gamelog/"
62,62,"Home","NOP","L",112,120,39,92,0.424,9,32,0.281,25,29,0.862,10,44,25,13,7,16,22,45,92,0.489,12,30,0.4,18,26,0.692,12,47,28,10,4,21,25,2019-03-02,"https://www.basketball-reference.com/teams/DEN/2019/gamelog/"
63,63,"Away","SAS","L",103,104,41,95,0.432,17,40,0.425,4,4,1,8,43,27,5,3,12,17,41,85,0.482,8,25,0.32,14,19,0.737,6,43,27,8,7,9,13,2019-03-04,"https://www.basketball-reference.com/teams/DEN/2019/gamelog/"
64,64,"Away","LAL","W",115,99,45,98,0.459,13,42,0.31,12,17,0.706,18,55,33,6,3,8,17,40,84,0.476,7,31,0.226,12,23,0.522,5,41,26,5,4,12,22,2019-03-06,"https://www.basketball-reference.com/teams/DEN/2019/gamelog/"
